countrycode,customerID,PaperlessDate,invoiceNumber,InvoiceDate,DueDate,InvoiceAmount,Disputed,SettledDate,PaperlessBill,DaysToSettle,DaysLate
818,7695-NKUXM,21/11/2012,8489952796,22/06/2013,22/07/2013,53.19,No,25/06/2013,Electronic,3,0
391,3569-VJWXS,09/04/2013,2672884008,23/06/2013,23/07/2013,88.56,No,03/07/2013,Electronic,10,0
770,7856-ODQFO,05/08/2012,4742980589,23/06/2013,23/07/2013,40.69,No,09/07/2013,Electronic,16,0
406,8976-AMJEO,03/03/2012,4824809985,23/06/2013,23/07/2013,43.74,No,22/07/2013,Electronic,29,0
391,7209-MDWKR,09/10/2013,826558350,24/06/2013,24/07/2013,49.68,No,30/07/2013,Paper,36,6
406,2621-XCLEH,24/09/2012,2571390571,24/06/2013,24/07/2013,90.62,No,29/07/2013,Electronic,35,5
391,0379-NEVHP,06/04/2013,2748334767,24/06/2013,24/07/2013,61.66,No,11/07/2013,Electronic,17,0
391,2676-DZINU,19/10/2012,9769339571,24/06/2013,24/07/2013,68.67,No,03/07/2013,Electronic,9,0
897,1408-OQZUE,14/09/2012,9855642847,24/06/2013,24/07/2013,59.44,Yes,11/08/2013,Electronic,48,18
818,8102-ABPKQ,29/08/2013,728378151,25/06/2013,25/07/2013,80.68,Yes,08/08/2013,Paper,44,14
406,3448-OWJOT,15/09/2012,6900171661,25/06/2013,25/07/2013,53.34,Yes,30/07/2013,Electronic,35,5
897,9460-VAZGD,10/08/2013,4028893076,26/06/2013,26/07/2013,28.37,No,07/07/2013,Paper,11,0
818,2824-HJQPP,04/09/2013,6959096166,27/06/2013,27/07/2013,55.34,No,20/07/2013,Paper,23,0
818,8102-ABPKQ,29/08/2013,7913946826,27/06/2013,27/07/2013,48.45,Yes,22/08/2013,Paper,56,26
406,6048-QPZCF,13/07/2012,5043434563,28/06/2013,28/07/2013,68.2,Yes,14/07/2013,Electronic,16,0
897,7372-CESLR,11/01/2013,7769806886,28/06/2013,28/07/2013,38.13,No,17/07/2013,Electronic,19,0
897,9460-VAZGD,10/08/2013,1387296868,29/06/2013,29/07/2013,72.17,No,18/07/2013,Paper,19,0
391,1080-NDGAE,28/09/2012,5536610902,29/06/2013,29/07/2013,89.97,Yes,01/08/2013,Electronic,33,3
406,4640-FGEJI,04/04/2013,1133671020,30/06/2013,30/07/2013,97.75,No,19/07/2013,Electronic,19,0
391,7329-TWKLF,20/11/2013,1528599184,30/06/2013,30/07/2013,85.35,No,21/07/2013,Paper,21,0
897,6177-VTITE,26/10/2012,5937906260,30/06/2013,30/07/2013,21.89,No,14/07/2013,Electronic,14,0
818,7695-NKUXM,21/11/2012,8464039248,30/06/2013,30/07/2013,63.05,No,03/07/2013,Electronic,3,0
897,7654-DOLHO,04/04/2012,32277701,01/07/2013,31/07/2013,48.33,No,26/07/2013,Electronic,25,0
391,0709-LZRJV,20/06/2013,4595561744,01/07/2013,31/07/2013,50.28,No,18/07/2013,Electronic,17,0
818,7695-NKUXM,21/11/2012,5012738148,01/07/2013,31/07/2013,44.25,No,06/07/2013,Electronic,5,0
818,6627-ELFBK,26/11/2012,8659733546,01/07/2013,31/07/2013,57.97,No,14/07/2013,Electronic,13,0
897,9286-VLKMI,13/02/2013,4131224572,02/07/2013,01/08/2013,80.59,No,04/07/2013,Electronic,2,0
770,9149-MATVB,30/04/2013,5669083173,02/07/2013,01/08/2013,36.26,No,25/07/2013,Electronic,23,0
391,0709-LZRJV,20/06/2013,9258277700,02/07/2013,01/08/2013,44.71,No,24/07/2013,Electronic,22,0
391,2820-XGXSB,26/01/2012,9231909,03/07/2013,02/08/2013,65.88,No,08/07/2013,Electronic,5,0
391,7841-HROAQ,15/09/2013,5007692123,03/07/2013,02/08/2013,63.03,Yes,10/08/2013,Paper,38,8
897,7654-DOLHO,04/04/2012,7108337906,03/07/2013,02/08/2013,17.12,No,01/08/2013,Electronic,29,0
897,1408-OQZUE,14/09/2012,9835762300,03/07/2013,02/08/2013,35.2,No,07/08/2013,Electronic,35,5
897,1408-OQZUE,14/09/2012,739678368,04/07/2013,03/08/2013,42.36,No,06/08/2013,Electronic,33,3
897,6391-GBFQJ,25/11/2013,3715216234,04/07/2013,03/08/2013,10.76,No,18/07/2013,Paper,14,0
391,6632-CGYHU,08/01/2013,6215256535,04/07/2013,03/08/2013,114.44,No,15/07/2013,Electronic,11,0
770,7758-WKLVM,06/02/2012,6569769457,04/07/2013,03/08/2013,55.12,No,02/08/2013,Electronic,29,0
391,9212-BTDMX,22/04/2012,7952881452,04/07/2013,03/08/2013,38.96,No,17/07/2013,Electronic,13,0
406,9758-AIEIK,23/04/2012,9990243864,04/07/2013,03/08/2013,68.66,No,18/07/2013,Electronic,14,0
818,8102-ABPKQ,29/08/2013,5288556291,05/07/2013,04/08/2013,85.3,Yes,29/08/2013,Paper,55,25
770,0625-TNJFG,15/08/2013,5437619752,05/07/2013,04/08/2013,69.85,No,06/08/2013,Paper,32,2
818,8887-NCUZC,22/01/2013,6734044490,05/07/2013,04/08/2013,13.15,No,01/08/2013,Electronic,27,0
406,0783-PEPYR,27/11/2013,8456442808,05/07/2013,04/08/2013,49.56,No,16/08/2013,Paper,42,12
391,9841-XLGBV,03/01/2013,3943254945,06/07/2013,05/08/2013,36.33,No,01/08/2013,Electronic,26,0
897,1168-BEASA,06/11/2013,6453395358,06/07/2013,05/08/2013,49.75,No,24/07/2013,Paper,18,0
897,3676-CQAIF,29/07/2013,8140634585,06/07/2013,05/08/2013,24.9,No,07/08/2013,Paper,32,2
897,1408-OQZUE,14/09/2012,9192101573,06/07/2013,05/08/2013,13.09,No,02/08/2013,Electronic,27,0
818,6627-ELFBK,26/11/2012,9671446662,06/07/2013,05/08/2013,72.45,Yes,03/08/2013,Electronic,28,0
406,6048-QPZCF,13/07/2012,4516618888,07/07/2013,06/08/2013,71.96,Yes,02/08/2013,Electronic,26,0
770,0625-TNJFG,15/08/2013,7056862793,07/07/2013,06/08/2013,68.03,No,01/08/2013,Paper,25,0
406,9758-AIEIK,23/04/2012,9837408169,07/07/2013,06/08/2013,44.13,No,24/07/2013,Electronic,17,0
391,5196-TWQXF,20/06/2012,374328279,08/07/2013,07/08/2013,60,No,02/08/2013,Electronic,25,0
391,9174-IYKOC,27/11/2012,5895996518,09/07/2013,08/08/2013,65.39,No,02/08/2013,Electronic,24,0
391,1080-NDGAE,28/09/2012,1671914105,10/07/2013,09/08/2013,83.49,Yes,05/08/2013,Electronic,26,0
770,7228-LEPPM,30/04/2012,6845689075,10/07/2013,09/08/2013,46.4,No,19/08/2013,Electronic,40,10
818,5613-UHVMG,31/05/2012,7914349615,10/07/2013,09/08/2013,65.6,No,08/08/2013,Electronic,29,0
406,3448-OWJOT,15/09/2012,8394111674,10/07/2013,09/08/2013,78.88,Yes,31/07/2013,Electronic,21,0
818,9181-HEKGV,16/10/2013,4668608174,11/07/2013,10/08/2013,68.42,Yes,26/08/2013,Paper,46,16
406,9322-YCTQO,06/04/2012,1281718631,12/07/2013,11/08/2013,92.35,No,12/08/2013,Electronic,31,1
406,6833-ETVHD,30/04/2012,4178322106,12/07/2013,11/08/2013,55.83,No,24/07/2013,Electronic,12,0
391,0379-NEVHP,06/04/2013,4192014066,12/07/2013,11/08/2013,30.9,No,25/07/2013,Electronic,13,0
391,2125-HJDLA,22/05/2012,4540004449,12/07/2013,11/08/2013,85.2,No,13/08/2013,Electronic,32,2
406,6048-QPZCF,13/07/2012,4771056498,12/07/2013,11/08/2013,71.45,Yes,28/07/2013,Electronic,16,0
391,8820-BLYDZ,19/03/2013,7314902402,12/07/2013,11/08/2013,71.96,No,14/07/2013,Electronic,2,0
818,8887-NCUZC,22/01/2013,9200902255,12/07/2013,11/08/2013,26.25,Yes,16/08/2013,Electronic,35,5
818,9181-HEKGV,16/10/2013,9520565243,12/07/2013,11/08/2013,52.48,No,20/08/2013,Paper,39,9
770,9149-MATVB,30/04/2013,1591349086,13/07/2013,12/08/2013,51.13,No,07/08/2013,Electronic,25,0
770,9323-NDIOV,09/07/2012,3556859305,13/07/2013,12/08/2013,44.48,No,07/08/2013,Electronic,25,0
770,0625-TNJFG,15/08/2013,5833648536,13/07/2013,12/08/2013,81.63,No,04/08/2013,Paper,22,0
770,3831-FXWYK,08/03/2013,7424213127,13/07/2013,12/08/2013,46.56,No,12/08/2013,Electronic,30,0
406,9758-AIEIK,23/04/2012,8161191244,13/07/2013,12/08/2013,109.79,Yes,16/08/2013,Electronic,34,4
391,7209-MDWKR,09/10/2013,5866933192,14/07/2013,13/08/2013,62.32,No,19/08/2013,Paper,36,6
770,5592-UQXSS,31/12/2012,190687025,15/07/2013,14/08/2013,28.43,No,02/08/2013,Electronic,18,0
897,9883-SDWFS,08/07/2013,4935255726,15/07/2013,14/08/2013,47.13,Yes,23/08/2013,Electronic,39,9
770,9149-MATVB,30/04/2013,5069265898,15/07/2013,14/08/2013,46.53,No,05/08/2013,Electronic,21,0
897,0688-XNJRO,24/06/2012,5963438295,16/07/2013,15/08/2013,25.79,No,23/08/2013,Electronic,38,8
406,9322-YCTQO,06/04/2012,8732544679,16/07/2013,15/08/2013,86.39,No,26/08/2013,Electronic,41,11
406,2621-XCLEH,24/09/2012,9153643214,16/07/2013,15/08/2013,78.08,Yes,02/09/2013,Electronic,48,18
406,7938-EVASK,15/12/2012,975332365,17/07/2013,16/08/2013,72.1,No,14/08/2013,Electronic,28,0
406,3448-OWJOT,15/09/2012,5160746172,17/07/2013,16/08/2013,76.89,Yes,10/08/2013,Electronic,24,0
818,8887-NCUZC,22/01/2013,7310206701,17/07/2013,16/08/2013,36.21,Yes,28/08/2013,Electronic,42,12
770,7228-LEPPM,30/04/2012,7356874575,17/07/2013,16/08/2013,56.73,No,30/08/2013,Electronic,44,14
770,9323-NDIOV,09/07/2012,8815422174,17/07/2013,16/08/2013,29.42,No,10/08/2013,Electronic,24,0
406,8389-TCXFQ,24/08/2012,9506972426,17/07/2013,16/08/2013,76.26,Yes,13/08/2013,Electronic,27,0
406,1447-YZKCL,10/08/2012,8401420623,19/07/2013,18/08/2013,116.66,Yes,28/08/2013,Electronic,40,10
897,6177-VTITE,26/10/2012,9081761696,19/07/2013,18/08/2013,65.01,No,03/08/2013,Electronic,15,0
406,7245-CKNCN,04/06/2012,472551457,20/07/2013,19/08/2013,66.28,No,04/08/2013,Electronic,15,0
391,9014-WENVB,03/08/2013,3564452169,20/07/2013,19/08/2013,48.93,No,14/08/2013,Paper,25,0
770,0465-DTULQ,04/03/2013,9012691752,20/07/2013,19/08/2013,38.55,No,15/08/2013,Electronic,26,0
897,6391-GBFQJ,25/11/2013,1767708917,21/07/2013,20/08/2013,8.36,Yes,17/08/2013,Paper,27,0
897,3676-CQAIF,29/07/2013,2137157897,21/07/2013,20/08/2013,20.55,No,06/08/2013,Paper,16,0
391,0709-LZRJV,20/06/2013,4444986261,21/07/2013,20/08/2013,81.77,Yes,29/08/2013,Electronic,39,9
897,6296-UKEUZ,26/11/2012,4483283236,21/07/2013,20/08/2013,15.86,No,23/07/2013,Electronic,2,0
391,2676-DZINU,19/10/2012,4878686047,21/07/2013,20/08/2013,73.61,No,01/08/2013,Electronic,11,0
897,9883-SDWFS,08/07/2013,6552135455,21/07/2013,20/08/2013,56.88,Yes,27/08/2013,Electronic,37,7
406,7938-EVASK,15/12/2012,7249316066,21/07/2013,20/08/2013,78.68,Yes,02/09/2013,Electronic,43,13
897,8942-ERSWK,11/01/2013,6256102305,22/07/2013,21/08/2013,14,No,27/07/2013,Electronic,5,0
406,5573-KSOIA,30/09/2013,7510320434,22/07/2013,21/08/2013,70.77,No,28/08/2013,Paper,37,7
391,2125-HJDLA,22/05/2012,9012800022,22/07/2013,21/08/2013,33.42,Yes,29/08/2013,Electronic,38,8
818,5875-VZQCZ,15/07/2013,9188803308,22/07/2013,21/08/2013,67.57,No,07/08/2013,Electronic,16,0
897,9250-VHLWY,03/06/2013,9566884305,22/07/2013,21/08/2013,51.21,No,10/08/2013,Electronic,19,0
770,3831-FXWYK,08/03/2013,1587873226,23/07/2013,22/08/2013,65.55,No,28/08/2013,Electronic,36,6
391,7209-MDWKR,09/10/2013,2752068327,23/07/2013,22/08/2013,56.03,No,18/08/2013,Paper,26,0
406,4092-ZAVRG,19/05/2012,4591110269,23/07/2013,22/08/2013,72.88,Yes,11/08/2013,Electronic,19,0
818,3271-HYHDN,28/04/2013,5584805665,23/07/2013,22/08/2013,71.02,No,23/07/2013,Electronic,0,0
391,0709-LZRJV,20/06/2013,7100218787,23/07/2013,22/08/2013,61.89,No,10/08/2013,Electronic,18,0
406,5164-VMYWJ,27/11/2013,7541035636,23/07/2013,22/08/2013,81.15,No,13/08/2013,Paper,21,0
406,7600-OISKG,19/07/2013,681889913,24/07/2013,23/08/2013,48.17,Yes,22/08/2013,Electronic,29,0
897,9460-VAZGD,10/08/2013,2549781436,24/07/2013,23/08/2013,79.06,No,13/08/2013,Paper,20,0
391,5196-TWQXF,20/06/2012,6545436181,24/07/2013,23/08/2013,48.04,No,15/08/2013,Electronic,22,0
770,7260-ZHAKS,17/06/2012,7704631121,24/07/2013,23/08/2013,65.2,No,14/08/2013,Electronic,21,0
406,5284-DJOZO,11/09/2012,9219327120,25/07/2013,24/08/2013,60.3,Yes,11/08/2013,Electronic,17,0
406,9771-QTLGZ,10/12/2012,4160925882,26/07/2013,25/08/2013,41.19,Yes,11/08/2013,Electronic,16,0
897,8690-EEBEO,05/12/2012,8673355331,26/07/2013,25/08/2013,64.18,No,26/08/2013,Electronic,31,1
818,3568-JJMFW,09/01/2012,1026638537,27/07/2013,26/08/2013,70.86,Yes,23/08/2013,Electronic,27,0
391,0709-LZRJV,20/06/2013,1323201810,27/07/2013,26/08/2013,58.68,No,15/08/2013,Electronic,19,0
406,6833-ETVHD,30/04/2012,4478015837,27/07/2013,26/08/2013,87.68,No,13/08/2013,Electronic,17,0
818,2824-HJQPP,04/09/2013,5993794287,27/07/2013,26/08/2013,36.02,No,18/08/2013,Paper,22,0
391,9841-XLGBV,03/01/2013,6059357698,27/07/2013,26/08/2013,31.12,No,24/08/2013,Electronic,28,0
391,9212-BTDMX,22/04/2012,9936482887,27/07/2013,26/08/2013,68.07,No,08/08/2013,Electronic,12,0
770,2687-XWAMA,03/04/2013,1452931813,28/07/2013,27/08/2013,49.13,No,02/08/2013,Electronic,5,0
897,6391-GBFQJ,25/11/2013,8269617897,28/07/2013,27/08/2013,41.79,No,12/08/2013,Paper,15,0
406,2621-XCLEH,24/09/2012,8912612689,28/07/2013,27/08/2013,92.17,Yes,12/09/2013,Electronic,46,16
770,0465-DTULQ,04/03/2013,8301711992,29/07/2013,28/08/2013,83.36,Yes,26/08/2013,Electronic,28,0
406,5164-VMYWJ,27/11/2013,9250499188,29/07/2013,28/08/2013,75.37,No,23/08/2013,Paper,25,0
406,3448-OWJOT,15/09/2012,781909762,30/07/2013,29/08/2013,66.71,Yes,09/09/2013,Electronic,41,11
406,9117-LYRCE,05/07/2013,4237427511,30/07/2013,29/08/2013,41.64,No,27/08/2013,Electronic,28,0
770,7758-WKLVM,06/02/2012,7958057215,30/07/2013,29/08/2013,65.59,Yes,24/09/2013,Electronic,56,26
406,5284-DJOZO,11/09/2012,9027165795,30/07/2013,29/08/2013,68.15,No,06/08/2013,Electronic,7,0
818,6627-ELFBK,26/11/2012,3094167273,01/08/2013,31/08/2013,86.83,No,23/08/2013,Electronic,22,0
391,3569-VJWXS,09/04/2013,7807904455,01/08/2013,31/08/2013,64.19,Yes,26/08/2013,Electronic,25,0
770,7228-LEPPM,30/04/2012,7957459350,01/08/2013,31/08/2013,55.8,No,16/09/2013,Electronic,46,16
818,6004-KITZM,01/09/2013,8604269690,01/08/2013,31/08/2013,83.37,No,30/08/2013,Paper,29,0
818,3568-JJMFW,09/01/2012,5211667829,03/08/2013,02/09/2013,64.53,Yes,24/08/2013,Electronic,21,0
391,2125-HJDLA,22/05/2012,9166038468,03/08/2013,02/09/2013,69.73,No,03/09/2013,Electronic,31,1
406,7600-OISKG,19/07/2013,3109120531,04/08/2013,03/09/2013,90.54,Yes,02/09/2013,Electronic,29,0
818,5924-UOPGH,06/06/2013,3394333507,04/08/2013,03/09/2013,65.6,No,18/08/2013,Electronic,14,0
391,0379-NEVHP,06/04/2013,122662308,05/08/2013,04/09/2013,43.64,No,21/08/2013,Electronic,16,0
391,1080-NDGAE,28/09/2012,2912484665,05/08/2013,04/09/2013,92.16,Yes,08/09/2013,Electronic,34,4
391,2676-DZINU,19/10/2012,3218896620,05/08/2013,04/09/2013,52.5,No,13/08/2013,Electronic,8,0
818,9181-HEKGV,16/10/2013,4395512737,05/08/2013,04/09/2013,72.13,Yes,13/09/2013,Paper,39,9
406,5284-DJOZO,11/09/2012,36478577,07/08/2013,06/09/2013,73.35,No,15/08/2013,Electronic,8,0
406,4092-ZAVRG,19/05/2012,5404048854,07/08/2013,06/09/2013,73.08,No,08/08/2013,Electronic,1,0
391,6632-CGYHU,08/01/2013,5732190469,07/08/2013,06/09/2013,70.51,No,18/08/2013,Electronic,11,0
897,9883-SDWFS,08/07/2013,4077139866,08/08/2013,07/09/2013,62.77,Yes,17/09/2013,Electronic,40,10
770,2687-XWAMA,03/04/2013,5104471628,08/08/2013,07/09/2013,62.58,No,19/08/2013,Electronic,11,0
770,6831-FIODB,08/05/2013,8329193507,08/08/2013,07/09/2013,43.2,No,26/08/2013,Electronic,18,0
770,6831-FIODB,08/05/2013,9485505932,08/08/2013,07/09/2013,40.18,Yes,22/09/2013,Electronic,45,15
770,9323-NDIOV,09/07/2012,2131645470,09/08/2013,08/09/2013,61.06,No,05/09/2013,Electronic,27,0
391,9174-IYKOC,27/11/2012,3509509542,09/08/2013,08/09/2013,66.82,No,02/09/2013,Electronic,24,0
391,0709-LZRJV,20/06/2013,9685029181,09/08/2013,08/09/2013,66.55,No,11/09/2013,Electronic,33,3
818,3271-HYHDN,28/04/2013,367399005,10/08/2013,09/09/2013,58.78,No,10/08/2013,Electronic,0,0
897,0688-XNJRO,24/06/2012,760825845,10/08/2013,09/09/2013,40.58,No,18/09/2013,Electronic,39,9
391,9212-BTDMX,22/04/2012,2158841878,10/08/2013,09/09/2013,64.35,No,20/08/2013,Electronic,10,0
391,6632-CGYHU,08/01/2013,6534753348,10/08/2013,09/09/2013,60.61,No,22/08/2013,Electronic,12,0
406,5164-VMYWJ,27/11/2013,8336544833,10/08/2013,09/09/2013,45.49,No,01/09/2013,Paper,22,0
818,7946-HJDUR,21/02/2012,2125307184,11/08/2013,10/09/2013,67.34,No,14/09/2013,Electronic,34,4
391,0379-NEVHP,06/04/2013,3056950219,11/08/2013,10/09/2013,47.08,No,21/08/2013,Electronic,10,0
897,8690-EEBEO,05/12/2012,5419865968,11/08/2013,10/09/2013,62.83,No,07/09/2013,Electronic,27,0
391,7209-MDWKR,09/10/2013,8284200295,11/08/2013,10/09/2013,90.42,No,12/09/2013,Paper,32,2
897,8942-ERSWK,11/01/2013,9314800674,11/08/2013,10/09/2013,37.13,Yes,11/09/2013,Electronic,31,1
818,8102-ABPKQ,29/08/2013,3374535086,12/08/2013,11/09/2013,49.31,Yes,30/09/2013,Paper,49,19
406,6833-ETVHD,30/04/2012,5390563017,12/08/2013,11/09/2013,62.4,No,06/09/2013,Electronic,25,0
406,6833-ETVHD,30/04/2012,8292540307,12/08/2013,11/09/2013,75.88,No,02/09/2013,Electronic,21,0
897,8690-EEBEO,05/12/2012,23864272,13/08/2013,12/09/2013,74.69,No,09/09/2013,Electronic,27,0
770,6831-FIODB,08/05/2013,2970425808,13/08/2013,12/09/2013,35.74,No,01/09/2013,Electronic,19,0
406,7938-EVASK,15/12/2012,7085238926,13/08/2013,12/09/2013,63.32,No,11/09/2013,Electronic,29,0
391,2423-QOKIO,11/05/2013,8864060748,13/08/2013,12/09/2013,61.06,No,30/08/2013,Electronic,17,0
897,0688-XNJRO,24/06/2012,206372278,14/08/2013,13/09/2013,49.04,No,21/09/2013,Electronic,38,8
406,7938-EVASK,15/12/2012,624274413,14/08/2013,13/09/2013,44.09,No,24/09/2013,Electronic,41,11
406,4092-ZAVRG,19/05/2012,1801620782,14/08/2013,13/09/2013,78.44,No,15/08/2013,Electronic,1,0
818,7946-HJDUR,21/02/2012,2515817366,14/08/2013,13/09/2013,59.53,No,05/09/2013,Electronic,22,0
770,3993-QUNVJ,31/12/2012,5153888748,14/08/2013,13/09/2013,54.2,No,26/08/2013,Electronic,12,0
818,8102-ABPKQ,29/08/2013,9614769756,14/08/2013,13/09/2013,60.73,Yes,20/09/2013,Paper,37,7
406,8389-TCXFQ,24/08/2012,3675527586,15/08/2013,14/09/2013,74.05,No,29/08/2013,Electronic,14,0
770,6077-FDQRK,11/09/2012,5734148846,15/08/2013,14/09/2013,58.36,No,27/08/2013,Electronic,12,0
897,1168-BEASA,06/11/2013,6375941605,16/08/2013,15/09/2013,52.41,No,11/09/2013,Paper,26,0
391,0379-NEVHP,06/04/2013,7285560671,16/08/2013,15/09/2013,70.9,No,31/08/2013,Electronic,15,0
406,7245-CKNCN,04/06/2012,401983784,17/08/2013,16/09/2013,51.6,No,04/09/2013,Electronic,18,0
897,9883-SDWFS,08/07/2013,3845592498,17/08/2013,16/09/2013,45.18,No,20/09/2013,Electronic,34,4
406,9771-QTLGZ,10/12/2012,4318317513,17/08/2013,16/09/2013,64.64,Yes,04/09/2013,Electronic,18,0
391,9174-IYKOC,27/11/2012,8273521159,17/08/2013,16/09/2013,57.6,No,06/09/2013,Electronic,20,0
391,6160-HCSFI,10/01/2013,8793921356,17/08/2013,16/09/2013,82.91,No,28/08/2013,Electronic,11,0
391,7329-TWKLF,20/11/2013,1890815777,18/08/2013,17/09/2013,61.71,No,19/09/2013,Paper,32,2
897,1168-BEASA,06/11/2013,5934744260,18/08/2013,17/09/2013,58.68,No,12/09/2013,Paper,25,0
406,1447-YZKCL,10/08/2012,7218760518,18/08/2013,17/09/2013,62.93,Yes,21/09/2013,Electronic,34,4
406,8976-AMJEO,03/03/2012,7698255051,18/08/2013,17/09/2013,78.79,No,09/09/2013,Electronic,22,0
391,2676-DZINU,19/10/2012,145315244,19/08/2013,18/09/2013,83.05,No,06/09/2013,Electronic,18,0
406,5573-KSOIA,30/09/2013,3285658330,19/08/2013,18/09/2013,47.54,No,26/09/2013,Paper,38,8
391,7209-MDWKR,09/10/2013,3557541459,19/08/2013,18/09/2013,51.86,No,19/09/2013,Paper,31,1
818,7946-HJDUR,21/02/2012,5713630505,19/08/2013,18/09/2013,51.94,No,20/09/2013,Electronic,32,2
897,8690-EEBEO,05/12/2012,7838596678,19/08/2013,18/09/2013,36.26,No,25/09/2013,Electronic,37,7
818,3271-HYHDN,28/04/2013,4783562096,20/08/2013,19/09/2013,32.87,No,22/08/2013,Electronic,2,0
818,9181-HEKGV,16/10/2013,910856055,21/08/2013,20/09/2013,72.55,Yes,09/10/2013,Paper,49,19
406,5284-DJOZO,11/09/2012,2161519126,21/08/2013,20/09/2013,98.88,No,24/08/2013,Electronic,3,0
406,5284-DJOZO,11/09/2012,2338417971,21/08/2013,20/09/2013,65.57,No,26/08/2013,Electronic,5,0
406,5164-VMYWJ,27/11/2013,2953405140,21/08/2013,20/09/2013,61.41,No,12/09/2013,Paper,22,0
818,6627-ELFBK,26/11/2012,5554804891,21/08/2013,20/09/2013,77.24,No,09/09/2013,Electronic,19,0
770,7260-ZHAKS,17/06/2012,7050267416,21/08/2013,20/09/2013,68.16,No,11/09/2013,Electronic,21,0
770,9149-MATVB,30/04/2013,7152768721,21/08/2013,20/09/2013,81.85,No,08/09/2013,Electronic,18,0
391,6160-HCSFI,10/01/2013,1774766742,22/08/2013,21/09/2013,76.85,No,04/09/2013,Electronic,13,0
897,0688-XNJRO,24/06/2012,2960848343,22/08/2013,21/09/2013,36.6,No,26/09/2013,Electronic,35,5
391,8820-BLYDZ,19/03/2013,3732687518,22/08/2013,21/09/2013,70.91,No,28/08/2013,Electronic,6,0
406,5284-DJOZO,11/09/2012,4094908034,22/08/2013,21/09/2013,70.84,No,26/08/2013,Electronic,4,0
391,8156-PCYBM,03/03/2012,4739557586,22/08/2013,21/09/2013,52.87,No,18/09/2013,Electronic,27,0
770,2447-JCFGW,31/07/2012,5112375133,22/08/2013,21/09/2013,37.25,No,17/09/2013,Electronic,26,0
406,0783-PEPYR,27/11/2013,5564408624,22/08/2013,21/09/2013,50.69,Yes,05/10/2013,Paper,44,14
406,1447-YZKCL,10/08/2012,8137093063,22/08/2013,21/09/2013,78.69,No,26/09/2013,Electronic,35,5
391,2820-XGXSB,26/01/2012,8282397668,22/08/2013,21/09/2013,102.67,No,29/08/2013,Electronic,7,0
818,7946-HJDUR,21/02/2012,9193816294,22/08/2013,21/09/2013,58.85,No,19/09/2013,Electronic,28,0
406,4092-ZAVRG,19/05/2012,368163381,23/08/2013,22/09/2013,62.68,Yes,11/09/2013,Electronic,19,0
770,2447-JCFGW,31/07/2012,6571920928,23/08/2013,22/09/2013,47.63,No,17/09/2013,Electronic,25,0
770,7856-ODQFO,05/08/2012,2440506703,24/08/2013,23/09/2013,82.42,Yes,29/09/2013,Electronic,36,6
770,9928-IJYBQ,18/03/2012,7642713224,24/08/2013,23/09/2013,53.29,No,18/09/2013,Electronic,25,0
770,0625-TNJFG,15/08/2013,3559978043,25/08/2013,24/09/2013,50.17,No,11/09/2013,Electronic,17,0
406,7600-OISKG,19/07/2013,5352209758,25/08/2013,24/09/2013,60.57,Yes,14/09/2013,Electronic,20,0
897,9883-SDWFS,08/07/2013,3271911081,26/08/2013,25/09/2013,49.68,Yes,15/10/2013,Electronic,50,20
770,2026-XLBER,12/11/2012,6961910816,26/08/2013,25/09/2013,59.78,Yes,21/09/2013,Electronic,26,0
818,9181-HEKGV,16/10/2013,2666514859,27/08/2013,26/09/2013,99.82,Yes,06/10/2013,Paper,40,10
391,0709-LZRJV,20/06/2013,3355481569,27/08/2013,26/09/2013,62.73,No,19/09/2013,Electronic,23,0
770,0706-NRGUP,09/04/2013,3542268547,27/08/2013,26/09/2013,57.2,No,01/10/2013,Electronic,35,5
770,9149-MATVB,30/04/2013,3491048160,28/08/2013,27/09/2013,63.02,No,17/09/2013,Electronic,20,0
770,5592-UQXSS,31/12/2012,3932416127,28/08/2013,27/09/2013,52.94,Yes,12/10/2013,Electronic,45,15
391,8820-BLYDZ,19/03/2013,5464873037,28/08/2013,27/09/2013,98.83,No,31/08/2013,Electronic,3,0
818,5924-UOPGH,06/06/2013,6685760751,28/08/2013,27/09/2013,71.19,Yes,25/09/2013,Electronic,28,0
391,7329-TWKLF,20/11/2013,6970184838,28/08/2013,27/09/2013,81.28,No,22/09/2013,Paper,25,0
406,5573-KSOIA,30/09/2013,5984065624,29/08/2013,28/09/2013,87.37,No,30/09/2013,Paper,32,2
391,1080-NDGAE,28/09/2012,3289097967,30/08/2013,29/09/2013,82.6,Yes,03/10/2013,Electronic,34,4
391,6160-HCSFI,10/01/2013,4026967253,30/08/2013,29/09/2013,69.48,No,17/09/2013,Electronic,18,0
391,3598-DNURW,29/08/2012,3438246206,31/08/2013,30/09/2013,66.01,No,12/09/2013,Electronic,12,0
391,3569-VJWXS,09/04/2013,6140117683,31/08/2013,30/09/2013,60.26,No,17/09/2013,Electronic,17,0
818,7695-NKUXM,21/11/2012,6463057288,31/08/2013,30/09/2013,70.76,Yes,20/09/2013,Electronic,20,0
770,4460-ZXNDN,27/06/2013,557941160,01/09/2013,01/10/2013,73.77,Yes,16/10/2013,Electronic,45,15
406,5164-VMYWJ,27/11/2013,775479959,01/09/2013,01/10/2013,65.9,No,03/10/2013,Paper,32,2
770,2026-XLBER,12/11/2012,3398429374,01/09/2013,01/10/2013,68.98,No,12/09/2013,Electronic,11,0
